id,DT_CONCESSAO_INSCRICAO,DT_INICIO_EXERCICIO,SQ_ESTABELECIMENTO,SQ_INSCRICAO_ESTABELECIMENTO,NU_INSCRICAO_ESTADUAL,SQ_ATIVIDADE_ECONOMICA,SQ_VERSAO_TABELA_ATIVIDADES,SQ_NIVEL_ATIVIDADE_ECONOMICA,IN_PRINCIPAL,NU_ORDEM,CO_ATIVIDADE_ECONOMICA,NO_ATIVIDADE_ECONOMICA
225,1993-02-27,2014-08-29,818010810,432756223,73693896,692796398,463024133,123447256,3,8,9DXPS20,V0LJOTQTJ7DKHRXHSSWEVBBCHPFITAB9JW5QH9MLRHPT6E2SIPQ322I0HU4YAPY2A5IU5P15HN52UC1EGW88OH6IQV7DIXD5SL2SYPKDZGH4WDLT2YNCIPAPR6AKKVXPYTTNAUDM0XEZNWCMM2JRJL1TUS6LEXH0V12T82GN9BKBBD7EC7BS88CBPHAG3UPWU8UXFS95
226,2011-01-29,2018-03-25,931947038,136967736,70454489,448368988,312942147,564376367,8,6,4M19QZY,79SUN0O1QGGGG3LJHFXVB1OPY077LJPVXBWCEESCTGEQRFVKT46DR1O91JPGJ8SRZ6DEWHNESV36Z8RI5YQREXXJQMV594MAXX1XLS7UL7XWDJ9I7KD0ZJ7BQERZ7B3JNHE19D847TYHY15VHEY4E9XS130O8LT5CZ9KYS03ANF2TLOLV49Z1O486NMDX2BW08HLJW93
227,2006-05-31,1990-12-04,921352540,435501985,83742481,38419875,79478198,441151229,6,8,TQS61AI,J79PO4V4S15SPEMIXVEQOY3AYW3KPTGJ0LIX7V9T8FAG242GTNE9BPA9UMQA3USMMMCCI61RP709O4IPA1286L85KDMJ5UBYUY4SOV0BMRFMPK236IV8ITW8S2XJ7A0FW6MXNQO2FZSH7OHJIRTQFVC32F91633RM8LVTJ5ROYGV9EC8CKLLKZZM2AEBWRTA7HBDY3OK
228,2016-09-11,2005-02-08,769538481,476282829,63906384,46487184,423233919,460309824,9,1,QNHKE40,ATCQ85AE9PD2DCQ2XRD01FC3R20FPSNMC34I9UVI5RLL39Y8JANPF3I329TNOOXWM42VN95G4M7Z0OWZH0C7QCLKYV03QV7MSS84GNUJ19DAZCCZFJY89TILUKJ5ZQSD181VT9A3429I22EKF5NZRPX04NNEYAPJTL74UBI2433THOQYFAJV0MGILQVESWTW0MP49BER
229,2019-06-27,1991-06-21,442547843,566379835,54412637,892454658,581834680,957700961,4,3,K3HOEIZ,W7VVCZQLX66C8TDNW23T79VCKLGL4SQ88FJ6LEO2SDSY9VX75H88BLL2HRRD7ZNAA4W6ETZ6HJQMED51YGHJNQL90HI72HQJJQ2PWDYGGNCD4Q3IARJHSGHDBUWXHOQ45ELNS1HKL5F83ZDDKAN5UVFH87LK28KLOFLCO5VEJTP9IDMN5SRERIYK15E3SZDU39RENSY4
230,2020-03-24,2003-04-01,501811756,105301820,20830757,530699907,718555993,522658985,6,5,H1JWJOI,PJHF1577CAENE8OOEWQQMUUB9Q946YBSRMIL4N1RX40067EDY9YT477ZJLRRGYMD24KA35IJF45GF2S68EYC1YNVP3FFX70N8VJWMMV7F905CEB6ZIFX329BU98RPXZHD5SX6PRN70DNUWR8VK9HATQ0OJXUDW668OXV076PTX60VZYZ1E64X4YBAG4OH0H3FYYU0512
231,2000-04-11,2014-10-19,566850398,574025017,74827279,62871898,43627225,76051600,7,3,QBI2TTR,KHR81IAISM94VDFM292CBAHY29H787ESWT6I918193URHMZ1XKKR1R1S9DJDE4HEPIQ4UOK8YX4GIDZNITIZ2HBBIPTH0KDFOSHOIK8OI6PV4QGE1S1FGKTEC5NWOGDE0ZD4DFXS8PZ0MXQE0UQNWQA9JZYQWEI2OV8KERVZEST6UT3J3ALBXK5HPHDHA0GM5UWBKZSX
232,2011-06-19,2007-10-14,336078390,347092513,11273266,157830435,732175812,960304064,7,4,B2Q8RYE,62KXF7UAR6GTABGIOGYFT0815NBP4GJGNBR8Y13KUFX8L1UNZUHDYG03TS20ZBZC6B9D4G3FWOGBI08F1B87L355F4ZX5OITCHGGEI7C48NAUEW3CF2J7N39THI6MCGWL5EV4KSRVOAF9PY511OHWRBEVND1PUGCGWBHP7XQ30POMHLMZXAJIOHH19WTGL93B41M49LC
233,1995-03-14,2001-03-22,931724869,773633210,18664463,329179332,468423018,285222020,0,2,VHISKBA,FW0I3CCVM5MAWJ6EQNSQYNLI88BN3I8RN1E665ESQ66SOMOPXEA9YHSIICAORORYGRRR01DEIPUH8B1Q698HIFDZ7ZNN0V3TFKUZXPVAPHTLB6YZNV2NJNVCLMQG3LNOTJUNLVYOI0T08X6F01AZJNP73S53LQ229EC4BATHCSXB9SS4XLJT638P80EU24NBW7Q49RSS
234,2001-02-21,2007-10-13,107273075,600148453,71852659,455369810,997259573,771607531,3,4,5WZNE6U,62T045LF9QK8SLVNDBL5RAUEJGGWXBE71E2FHZZ9ZJ4KLJTWT9KVHB3EFH66UOOBI53KBRNWFUO78SSOMAHPS5TU5K8SVDA336QNMCGJ5Q3Z0KH0D22MN3GNYLZ5N9S0B16GC4I9VTO4Z16J3QDVUOPS71AXRO66BCMQEJJ61VJK9YKKFPJLQRGL8S3MBLVYAY7JAHHS
235,1994-08-04,1992-04-18,961432339,374810353,16032291,338988814,975351936,67196113,4,4,NK3IRES,4CO8EGC6PQXZ1S6VHGNCLUH3CR8I9QG1Z36APYMMB1OOA9XOXGJKP5OW95XL2C4FPQ50NQLF544Y3MHBICDG1F1D5O9DED05IZNPB5BX0BFMOA75UQJ6I09L4KZYI55FRDHVW5MAFW84V82ENLQYIR5JWLO4YILXVRI4QF1EZ27KBVPH6WF4SX3S383V7AYX93PWPR8T
236,2001-11-14,2013-11-08,593744668,867741722,38236381,688535233,815660282,444717213,5,8,Z544PDA,FBJDIBI6CBPVYMCE1QVADPUIJ0LLC5KFWW2B25L3YH9MDA4PO0VFZPJT4CPJSGO1PE6GOT6NCBONYKKQ54VFS85BD7D7CTHICG303CA4WIFU0XDG2EUKW5RI06LSAPLG0LL2X8JWZ8DEJUDD6ZM4LG214K72MKOVZLZGVHPQHETJ0H55VBZ5EQCAQ5YREN1A20LHVUDD
237,2002-09-27,2018-12-27,824355479,727500037,17033978,195331797,54880124,874175316,3,9,JQ2NLDW,LARM24Q0IVGCBGO4Z8SACCKAJSJEPWIMDF5OJ0TGJMNF1RIETN0Y5CQY07X0JA79XSSUS82S1B2SSLN1OW7ZBGKACN2EX4WNN22N1XQYOHZCBQCOHTGX6C8GX48TFZRWLP5FK59JIT19R2HCFAW3MME33LLROC5SI3Q9FZ6ODCC7QTLEP2JALPC6IQ62UKG02EPC3RUU
238,1996-01-22,1994-10-04,762687034,826127798,53713201,386650340,44926867,559309026,3,8,M6GDDCY,Q0ITPSN82N08A1SXKQ2VOO36CRSVVE5J4H80NDB1NTES32B80WG4AY8AHDZIJHMILPJXEU6HMVPXXS07UJW9100K8E125NS13YXGW0837GM2E6QJBTVFZ1XE1CO2K0T75V7QGIBBT28DNBGN24SOBOYR3ZVH2GH3D36FG395H2LXPQJ9MYLPK6G9PONXZFC2I9JR0OLQ
239,2002-06-24,2019-07-06,870197354,944743899,16600399,192569630,811658852,173528961,6,9,3VMK7JO,X4POV78FQ57X9SKSAH5B1SXYQP6CKNH2O3M6KRX34731166D9C7R95J5XEP4B2W6ZZP39HECR5CY5ZEKSZZ8E0ILGF3XLANJL9Q45LWCP5LTIQ38C6NKDJDW2ZMDSGDLKA0TUUTZEIRO9O0FW0J4SJH2VPZ1DKR5RY71DIRS36J64JQPGTB2PUYBI6AUKDGUCMQ6TUBN
240,1993-04-13,2011-10-09,708552001,919932665,12070299,853724840,999025647,210069270,1,1,5RX9212,289OO9OEB1IO1S2Z0J6I62NR0RRTE8MJT8KTE59ROPVUQ9FWDQTIRFWLJINQVQX7ZZITKD2QMOQFQ5Y3WEESA5CGKC8CF6OQ11TSAC7YAYD8YZB33A1BTVY65M8G9WKGQ33ZK0SU6BV6B7N7UT2O7I5DLMYIZE3GBIX8NP9TLOB07ODBQ6I5IC3NUUM3V7EP6VH5JWVW
241,2013-03-16,2017-11-08,682570067,494531404,26343409,31469126,370220357,972541537,9,9,B5JU4JM,HGL6T4LWV02283CL0PPELJQ81CMVTCBFS6EGZ60AU2L7DCPL4Y310E8YNQGFD58VRORX5BGB2AIADZGSQ1SGL3NTKQQOETTTNF5AY1VYW5HDTMS7T0Q9X3RO2L7B3MTEMEO4CJW39NFX09VMST1W1OTXG2YR72BJ06YZY0XKB5LSX9083EULVGM2DHFP97TAQTRL2P45
242,2017-09-30,2003-12-27,967521874,625342609,46372845,131318948,976436458,26444583,1,5,W1IGI0O,5S36LLCUNFGMQ95RAVA9Q5LUX8N92RYCP6BU2X1KGEE3I5JQYZ177LL5Y5K3VQRQ1BS22ILAEZJXFCCP5QNBYPCHY2VFPK2HDK3HY8DKCGIYBFOX5O4VMP93Z446FL035IID14IOD1Q15KUHLIKV8CP62787I2X4OGRT3SG0CJS2Q1EMYKU5SB875G33BNL065GJ54BL
243,1998-02-13,2016-10-19,148940983,653675872,41417529,350649857,580582762,498697040,8,8,YHZG187,FZ6091QRAHK4IRI42H9IIM9ZQM0UFLYIESTKCEI6W9Q14UGT6SFSOHU9J2A2TWDJC5B9LB0IE4GERBP9W3VAI9UUWCSLIB4GNRDRZEXP1Q2IZ130Q021QWU97QLAFKUK3GO5LOFHZNBFI99VI759P1X3JTAN4I15PKA9KEQMRVWOUFESZBWG2YXT741LPESBEC17EF9C
244,1994-01-30,2002-03-12,592153080,167843954,78175134,562752892,958808898,661333721,4,2,D3HBQ31,4LZJ1NP1KTLALOFVGVLLKURE4WC1R665BC8L0ZXUUVO7N560JV38V7VINF5MYLRDRPEK9C0REBHSOI32L28SY2GLCCVEOAIUN6WPO8TQT37E73K1AIYO5CTNZLX7HX7GK5POF21MI630G6VRLS4FWVUDWI01CCWK7VAWG2RNTNF7Q28Z1W86QW7IASN0MLFD0GG0AW9Z
245,1991-12-16,2020-08-20,310361736,247951572,30352692,743965133,551218503,26295069,6,5,3OM26IG,J9M6L43AD2MP6QK3FH8Z3VQJGT67IF9VR1LD5O574F8VUFCBRWWOD8V9BW752G1N3DUOPL3QFSWDOSN5RZRT0Q40IIDM7E03P85KJB0PBOBV5YMQVWUYQXDLZNVHX5V53SQFEWULIOBD9IAZW5FEQDXD3ESI6WK58M81UL3QW6JKESALR0FWLGQJX8L5ZRR7XL9LPIEV
246,2016-12-17,1993-11-09,975261807,883607748,10551021,320514722,571517866,344879184,0,4,TW70NYE,OHYQ4BN32NBZKDQ12Z36DFM21OXKRN35XQJPGQZ1EKMKFGLDX7C6A204O5P19XU8JAA5M5O6YKZC3YPZS5PD4APE8AWOOJ6XTEV287S2FGJH2SGRAAIHOD8AWR3565MFBWFS0ZCGPUTK42UU7VF8L9ZYL69ZB28PUV1KF8ITASFGU9C5PGAVXOQFEDYQ4ERPHP9SNDIE
247,2011-08-25,2013-01-06,186011864,331992202,31655429,253997885,206106895,676684932,4,9,RGUH3YH,WKX0S1DWBRRRHA9AKKZVMVRCAH7ZWW9W9GEAIMYNJL8F9B9DH1MDUSCN2534T4XR15057Y3UVUKKYHGLBPTJC6DKVU06HTMKQBSL7QVPG9BQJLWU9UNV46ZR8Q6BPAEXD6NM544O2LMYU4HZ52ZMB3WXLEK9QP5BKA3Z5QO6HFUWFIZMWDHKL86P8HHFL2CM4DMVWW7N
248,2005-12-19,2016-11-23,275611992,592539728,2444745,104652786,293605900,395898426,8,2,MXEOC82,E3KHQV134M8EDUXUX3E7RPYPMGAO928EXDYG6PNAXFIKON1Y93P15VL82FQRKMQNGJ73N6LYKOODH47OBWGUS70DWKVOG3MTNJKLT8WU426FA6CKXO3NEORU0ODDEV79HSMYIEAJKQW9QAWOTIGPDEDOPOO652QYU7147ZKG6H6K31E1DDIFAO8XSAXPY1QZ0F80S67V
249,1992-10-23,2001-10-01,769393944,42202861,86352387,33734670,6659705,761411630,9,1,4WYWEYJ,4MXVZPW9526SZ4NT9HYJN3FYU09AK8HEKZ2AYE7CY3TJNRDM3ZIRMVJ0Z8OL2LNQPLHJE4U68DEICHEV9F8DV36Q9LNVTC07902JZTL929KNWPJOXEVSMII4YLYO9B0D8XH4JQUG14XQ5QWMD0SFGGY4KNICD619S838FASFHGNFS7WGS6QN3WDDDTBNMT30Q2XI9L67
250,2019-04-16,2019-01-22,910137113,224095877,13598439,663151474,482742192,716462152,5,2,XY1PJJC,JUCZ2W63OURRDCX9IEWP9P5NILGEHVKH10ISWT2DVOJQJGWRX8746FBZ0WTU53VYT2PDEL7QYVPGOJRHPI8LGC885BVA3LODGD7V9P0FXWZ7RK7QZJS6DYHN6LZTG9F0DYW17907I6C11MVB8CZKFRNG697ENGLOE8TNTVQHTFF93AXEGL3VKR5BJNW2U8MN8QV02B0Q
251,1996-04-16,2020-02-25,495447047,39056102,92497963,645778175,490584705,271376647,8,2,0D4LZXG,J6MAPV2GUO6S92N1EO44856LDF1TPPVN05Q7GY3X3BRJEAHONID77Q40G4MAZ2UZUTLCVE58BL9FNN055JWN16FO2J5AIXG0GYZSH3Y4L6QTC8ULTLO78RNCUZKZ1GJMA63HMNX4OQ4GFOOQ8VOEVQK7DGACZINXWLPIRNYIFR2EHVDIFRXT9E3OFRJBBIP6OP6PP4NE
252,1993-02-18,1996-05-14,324554941,876898627,34469665,480514347,953232221,440002412,2,2,2WWMG03,6BBG6A01PN1XWB93UGWN9O2GGYURMWMUGE26L73G00IV8XJT42PY7EV0MMZOZN6FFF4RVPIFZ6DFWC9MK18URI5RRC8CSXIPQUUN64XNB6WZJCS7UD7OWAXRK6A7PP54YKUSY1KSEU9VINLDOZA8MU0XKAMOF7S5T2JPURW6S8NRT60SKUJNUUU8ALTNB366YKA4HHW7
253,2017-08-07,2002-10-28,727329540,774906286,80300571,489674303,724054415,265874558,3,3,QV5GFY9,6J8G4CVI43AROSKE4LEYCPXTBPK5B42ASQX1ZUOCSZ8H1WBH5U9C5NIWUCVGQYBBMMI3K87V42ULW7SKU9VX2E0OH8UGXBE4VXGWZGQH05CJTZC6CTVWV4VXRA28NXQSYW775DY1SPTOWBLOYJDM164I0I47XSF0N5TWYK9YNPHZI1S1CDIH5A85IROVDVIWZ5BK1K0W
254,1995-05-22,1990-02-15,148782049,409131276,50248925,480074085,687966819,144880026,6,3,9XQTCM5,7205NOUP691YQBP5LJWE6TP88CK4Z4C2ZUFG36QD7NUB1X52MEU90ZRDLYQXXHWNW6904MDEYUP1QFUN87VT2U741IVY4OP0WWM8211IWUGS6BR7B20CZQ665OBNA6X8QO3W6MI52YN6IIU4MHA014CA41DNIV9XH9N3B2AAV9PT1ZLF78RW77WJ90GIZ8KHQBSJY6B8
255,2014-03-25,2012-02-03,469311515,406722078,4859702,861963700,632501944,619087308,8,2,G9DBCFR,CGUEWV5C6SWCAIM18JL1U3RH49QNNLF77LXYZJTB87R5H0DZMZXKQXDTX24PGS6JSP2336XVES3MFJM0J9CBYRTZ0CENGVT16EK3T9WM78C6NDQ99NF6VS8T9ITDX02RUVOWBD7K9FJ08CPOIX362Y7GGKTK0SGJIDEJZETER91EROET1XVLV2PNCFH43B155M6NNPD8
256,1991-10-04,1990-05-18,668835856,319559444,29285391,862274987,852883353,851673651,5,3,YF70DQC,XLLY3R16BZPUFHN6N2QRY8SENFQU7VGUDH21LR42W3HVZ7RDHMV7DUI1IHE759L5JKPRCPVM89VEJ069ZK0YE8XCDQVAF76BMKO5P4XXUW2UKKAHS566RQ8MSA2QNWY3YQB0P02WB2S1DG971IXOY5U0YU71TUMGSLQGI4YEX1J7PMXW2G7ZBCEYUWOGJXM7FONV2340
257,1990-07-07,1995-01-30,347757181,668468022,41798076,404629856,739833707,853623939,9,9,BPXFIIG,XKANZL3LN2IQCCKH01QTOWKXCHR46KK6WSVUVSNH8UYLFVVV5DTTJXA9IRJRDM85IQ5H3GA8MXAEKPGN9NJX4IACCRV4SXRIONG0SMHLOVDMSZZX64M3FG92YKFFNI8C1LEFPIA3KD30XIUZ993XNC42LVH0V3UQ5QYZPK9AOXPXHNUS41ZFXHQXLBFMBIU5Q1GCKB3N
258,2007-02-23,2006-09-19,160818635,725759113,38648273,982990805,476277419,214163029,4,8,7MH65CO,W2DIH9DQ8KLFD7DZ8MXR7SCRCGDUB03MZ9QH3BIF5LDEGWKT8CBES6C2LEFOE2OLM622LTZ4VXLLMO6269TGC1PLC67G04KIIX37OYU5PDS5OZ2ZMMEHRWT1H69Y768PNHATUZLN5Z4MNB2KKSNL222VH2U3P2YIDY0XW3Q6UB6IMHA1S7AGXHQFH4ZO05T5UTFTNEIC
259,2014-06-04,1999-04-21,681684853,868909348,95546987,14092793,746433429,183328221,4,9,D74A8L6,A8S73SSS8HFZBN2OV3CU3156YDSLIL29QXCMAVNTMZX82JBCNH7R2ZOX7T3DNWSMAVEULQKKAN6478IU8QW0GDTXVEWRZ0BP3F5RDS0EBCQGBSO8MCQBOJ25FZBSLH86ESOF2I8HVYIRQJIAKC60H4AVH5DUC0PC1PVNJUBKG3ITAY3IU5VUSE1UEW5IVB8CYIXUW2YT
260,2013-07-15,2009-06-07,468543217,800778928,37456513,507650510,478036794,942939040,5,5,AULAH3C,VHUFNUX7AS7MAYKMTC51TSZM5JUHV8ACHCK3U7O967OY3JE1543OROV2UADBTRCPJOQOIQ0LV0F6E4KY7MLQ6PLERZR5KV4MJ684JYCTYX2R16FXT2K3PJJRIH0WHW7BJA2QEI64OO0FT0EY32UNI27XY1KEGRLDWD7TBDQGGTKG4QRGVD7RL6FC7ZG1XZN94ZUSV2YA
261,2008-06-08,1991-12-22,612080278,46158894,61750530,857451662,72690069,516215149,7,4,P6O1DY9,XXPJZ7RCX1XRR1061MJI4D4S61L33J45PF22X2QXGMUNH0AO3C621K49TFFP1RRIALNCEAXOE5O3P1O4M1U2IK86JG4F5A8JUZ5NZCX4OW0FCHKQS525I7FTHOEFSWCNWGYJ4X42Q62WHK1IPGGC817KQYW7B1S7AXF1LDKGBK8DJ87T075BQKVQ23AIOHD9U7ICOFES
262,2007-12-12,2007-03-13,502828950,989960900,4870512,645840635,893965921,232055695,3,1,T6KRRFU,EDWUNV0C8TZKDFRRGRGM5WGMKQBJF2URBWHUGW4QYKHQHS125IO6N59Q2IEDHWU0GSDYYDTT74SS5BARR8D974AZDH24Y4LMUPG16DQFWVIYMSQYQEXH1KHK3XYU5SBOJDM7RNSR6F7XLXN7DIE78DEAOSP08VCY7D3IFK5E40X4G4ZG0JWEJNQ9UITOHLKMNKQ7LDM7
263,2015-02-18,2008-04-10,436462705,108387685,17197667,391374859,307090208,263669297,8,8,NYKPKQN,B7QMGRZFZ5I0ZMO8J5WF4LH3WCZIFEQFI497OV5BURYU2O7R19TSXIJVK1I26VQWS73ZB37FS7KUKO8VXOMYT6PQA5IJK1H64VKGGOFP23HNJOGQEMHQEJNZGYZC8GW5Q8GBMTIUD8O4ZAY5MEWJF5K5W5EBM5751P77TI968WIMLCHN18RXE63G80V8ACP99TIKDDY5
264,1997-09-01,2013-06-16,643644852,547072170,33170671,661584581,42744192,686498832,6,5,5LX9H6H,W2BA13ZC8BE0TNNQQEYB43IIX3Q5Y5HOXKZWVT0SKKQI7LFFPHYLTGUD3UD6D13KX51HG0UBSX0HVUUJV498NLACA6L3HTD0ZOA3ZLDC6DQMM86XSQ0XA9P8BPI2IL4UOXVG3807S6NIRHAIC4R4EQGRU1PO4RM4EK5S3382OKVX3GLKQ8AY5VNTJJQZSZGTX86ZML75
265,1999-02-27,2013-12-31,363625196,904609102,24286684,519252686,270021352,83357298,2,5,MVMYP9L,HRPRIGJWDZOOUYDQSQ9VSYTJP8J5ES91PXGVW5FH2KY3LEIJUNZG94GTU0XTZ13E1NZP5AQLYC107BELKYTD1Y7OGR6QBDMDCUVSRIDYCN1FUOTXC8BL651I70Z0U31IC1QO8FQ18MHM3VZTEXUCOGSRCKY8EP293Q9R9O7503TJCNJC6OLWHJK0AS1ZV07122N5PYR2
266,2020-07-26,1991-03-06,321089142,802441826,89728193,73666930,46382771,143193014,7,6,JRY4J05,AM9YXXK2OT1CLFD2BF2EYV732GE5YK0PGQVI61B1LW4MX7P6SXBPX79S7QL6A15VZY92CBYIR8HCWAZAMSWNZAX0BQGQMI2IEFYJVZ6WGC7782L7SD9QKJGNPNP5J7KO9TDVGKUYGLWCK0RGXLYSV2JDO3J6ML3M5LSJGBMZYXQG3R1C48Y4NVNWSKLOE76GCD2M5ZRX
267,2014-05-15,2003-09-13,747484670,823077450,38855591,638880977,506558985,62939194,2,9,86U0YZ9,UIHTI7RHY4KKGKY09W7WUUY2GT9BZFG3QBFJUVOREUQWJMV7V7UYHM1CLJHA50CA2ZMC8C91PBSRQ3XU9TIHFUCJ33FJNQ4LSPD44DD66BRB27WC6PUE5YP2UFFIKPNGGGV2H1CFSJ9CRMNQOXM7CF1NS91QW634FK3AUOB3G87VTMO1A37T49ESUODVEW3X0ZZMK1NS
268,1997-06-06,2012-03-09,709064864,37170956,97207092,313902258,15489676,393755462,3,4,0N0O0UP,LQ4QM5V7LQJ3Z634IDEYH5FX3F6UJFWTF0GFB4QG1C5CF818LIE63KORG99UTB47M6VJTXC28UNDCQOOXP7JX6YSZ8YBT4VPTW36MHSBVJ21BQGMKYF4WEICT80XMRHK4U8URIC1XX0J4RFAZ8AU1IFC7DMUZK9M4JWMQUG03IRE7ZDTK04WIAJ97IWGBSINJ31DSKIX
269,1999-01-14,2018-04-22,735710309,423551521,28423050,636759503,528642515,59758400,3,7,9ZAN9OB,4AD5LSHGKS2FXIUII1BE6NX3J81IHJSZ6TRTEGFJ1L2ZWP6H0IFIW8LKM1G7HILNQXGUDQDY9BSB2IDAL1C52FMC4RPHH8OI213VY5N77TO2PPURCD787XTSV4EMCN6MRJW10IUNXHFS3ECJE8LSG6RG6WG981F5JHP5WGBB3MQG364IJX4JPH97FXYXAPD3QFWJQ66M
270,2004-04-13,2014-11-27,55494690,870929870,61074235,623560023,210713032,767138228,8,2,ISOF08W,GP3TKUGOMXPUI0QXLQZO75OZI94Q36NR0X57H067NX01FGIV3EC03GPFT37HJI8DMBTD3IEVADQRCCMEOTW5RDBECHUN3THN42L8N2YUFU6GOQYYL6OV9ZP514OXCPYVAFF6R8OST1NUUZNLB9H0MCUTAKF8B3E2SBFT7CJRQS7OBXCI8NUI3H8W28RIVHWATV5KJKV0
271,2002-12-04,2002-12-09,824546046,973302763,88463004,203660980,707868525,138158596,0,8,R15ATV9,5LMCS5ACFGA536JQNV5BGKSCZ1G9L3BO7MU6ZDRGIG0RVKWUJ8BAZKGYYVE9WE26SL2427K0Y190F538EWICT85XZYOMYLTNDM9LZE9IEOS1KE1OTPQGSXZ1DHKJJWGC5VD0XH5SYOWS7XZFDJJCAWZ6FD97ECSCDR5D06ZN2GDP264SVP4221ONRBUFOHA60HL8Y1RQ
272,2008-11-03,2005-07-16,653551764,73709732,57016076,333939638,317355885,725504383,2,4,DI8OEEQ,CKZMR0SKBLZMR2YYLLSE0ZMHTYK5BV94XZPTO731C810IVFAK2Q6UN3W6Z7MMQXJYMW5072U8G2YFBRF1N1VR3OKN08E0PW0L2Y38UQCHJF617ZWBZ77AZP8BL4QTS0V7EZCAVMDUW9NOMAM28BFCBEGLXZRH4R5E241C7KZUL1VPXKTCXX2SUVARKZVVRHGCMBDG8AE
273,2015-12-08,2006-09-19,360902719,930567389,54356476,885519032,965838341,392518081,4,1,X5VL1KS,HJPPF9RSXAPOLQC269WQGXFEKIUO7S4SISIP6UMP59PEDNWXSJV1J4P4CW45TF7AFR4YK7NAIUG2DDILEUCAR68AH6ZZATP13T6O8G60TZWBK51ZI9OYR76VY4NMXLQSGIW1NLJZDANTU6493HKTLE5FDZV0A9GO9HJ1220S192HNR033FVNN1465N27WK214STSZUG6
274,2014-02-19,2016-11-04,328563846,401241666,80549959,268040016,640015067,366226320,5,1,9VN20PW,7O2X8FJLF71KFMVWTB14HP8D2HZX7BMFETF9T1DM0MK079BKZNELPY3JJY7M6MRDU36UXURGSI5ZT1R5QNLB0W2TV31GG6BNFVUE7AG551QFSL7G4YRASFV03YLAODFKY0HEHJDBUL0HCH91MHR2Z7I2FUUEFZAMV2PWEC4EHBI4YHN04TA3188GRX91TJYRSBLTAML5
275,2014-07-24,2016-12-23,923491879,585704972,29815196,263949759,525528928,532298783,1,7,4ZF7TIA,NHXQWA9KBQDWUOKCUIZW8ZGL3T7QE6HB8YRD2N08IY9NG7QHSBILLTBZAK9JOAM9U6HKB5TKM4EBFL5R00XU0GM98U1OA0PI3FH1VQZL19ILOO3B0YWQJHE3GXGGCPNEVOJY041CK37VQTAZKKZM9ALZM10X77I6HG9BS64KYBT58OWAMGCYKA4VG4QLJ6FH04EXY3IV
276,1993-04-15,1996-03-10,753021189,779875471,11835701,758808978,727266327,243235194,7,4,EU4CGGA,MXZBETTD4LI8I9UEU8DO2FRBFZJZDY4HWF33SSI5LBK8MSM3O1K4PG8E95WTN5GHD09YN781HSVPPR2M1ZZW8X674BCQAMSVDUJJ1TOXIDJMH2XKLYM29WRGG5K153O5JG39381FWEBGYA0SZ0OHA0HOZS9D33JX5AL9XH6PXMJGG5FMX7JH2SL2192XAQ0ZS4W1HCQI
277,2009-05-31,1995-08-26,292838580,430871514,80788086,328945064,780260451,953871745,3,2,XC6FIPE,JS1R07DOIKY4ZMRCI6K5BFHFBX3ADOV6V5UIRE74LFJ8M1B0E840OD465F0AA58WZL9SPDIX0EIEWIYDQ2XK2RVMD80FEVVHEYKHZ7BAJXQGM9B2ZCOJ1HSJ67V4U1L31YSOM0SWL25120X7S6G8ANBFOKBW22I3F4GSDA8CYXEIBTBOEXVVM3AYMGO3Y62CW0H0Q124
278,1995-02-07,1999-10-27,687408852,470846671,9526681,230254343,404380123,226792954,5,4,7X5R38G,7DSNK4XCMTRBB4HWSN3TE8M3TZD2FLWVLO56ODE1MH84Y4KHVRL29AMFEL619O2D0LJMOB9X0ODSSN98BWVK3WIDLO29N592WLCTCANOXNTI6W14L44KT13WOVDO127Z6B3XRSVC690DE5457GV3L44S0LDF9XDZ5L06TPSRH01JDQZ250EY7UNIF3BC8HJSBNQ9X2PH
279,2012-06-07,1996-09-22,788019384,448355850,80761429,406168121,282656077,176566640,8,5,MR62U28,VJ2MMMELOHR0VFHD5TSEHEKDDMA982WK01QX47L5HAJP9EHJKWHU9ZCA39BF7R6OW6KLFLNAU36060WV7JWQ9PCV57W2DZ0R6SFYEQT933HY0BPF77M0D6NI2EVBZLZNS59C5RGJ23QNV3ITBLL8FTNG6KNJLLHDKNBO1UTSGTQJ51TW4ZJI14O67XC2GE9BW9MICEEP
280,1997-05-11,2010-09-24,485995277,715127673,37468407,239627291,24062538,123076077,4,1,CRERK9M,KCD7RYJN0QY6Z23L5CR1UKX3HV0D8KMZF429GBG6P2P8QSV65KZE856ED462MD7H54BVNP2ZFROVAERTA0DFR90YNRPWO21GRRJHM9OTUXYSGBN632SH3822276MFRGEUMSNRODM5T7IMU2J98WEVUYP83XR9MP2LX4DW6X4W6YNYS0L3WZ1E79BEE3BPKD5AID1D7P4
281,1990-09-24,1995-12-16,353609214,530326629,1692718,471423590,950219494,380847907,0,5,MZ8VUUB,5JA8CIX1VUD8OZX2FF25IN3SRXB9BALN1U4ZOOOL3AJZZ2D0OR018NHBDKO8VGGNGHU1ONN7E1MT4GP2WT15E31K0KUMFGVY51DBQJFUIY1VB7D615SA95ETEMJSI7YPRZQGKP9HDTGJAL3T35GVL42I2Y5U8SOICD21NTA9SLKASL6X8L13HJSPEMT4DG9XQHPB8G1B
